source_url,current_market_price_inr
https://www.1stdibs.com/jewelry/rings/engagement-rings/edwardian-502-carat-e-vvs2-oval-cut-diamond-engagement-ring-janesich/id-j_9080412/,416660.0
https://www.1stdibs.com/jewelry/earrings/dangle-earrings/14k-white-yellow-gold-118-carat-diamond-omega-back-earrings-appraisal/id-j_29047142/,347775.0
https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/gia-certified-200-carat-f-vs1-pear-diamond-east-west-bezel-necklace-18k-gold/id-j_29041102/,166000.0
https://www.1stdibs.com/jewelry/watches/wrist-watches/art-deco-diamond-platinum-ladies-wrist-watch-mined-1ct-original-1930s-custom-di/id-j_28944002/,83000.0
https://www.1stdibs.com/art/paintings/figurative-paintings/gustav-klimt-portrait-adele-bloch-bauer-i-austria-edition-16-plate-signed-dry-stamp/id-a_17845052/,11205000.0
https://www.1stdibs.com/jewelry/necklaces/chain-necklaces/snake-motif-adjustable-lariat-bolo-necklace-14-karat-yellow-gold-56-grams/id-j_22349772/,465.8
https://www.1stdibs.com/art/photography/landscape-photography/slim-aarons-catch-up-pool-estate-edition-modernist-architecture-palm-springs/id-a_9255132/,324600.0
https://www.therealreal.com/similar/products/art/paintings/home-large-painting-tl579?origin=shop,352335.0
https://www.therealreal.com/products/art/prints/prismatic-head-composition-pis31,12995.0
https://www.therealreal.com/products/art/paintings/crackers-kz6hi,2995.0
https://www.therealreal.com/products/art/paintings/checkered-past-kznh5,2995.0
https://www.therealreal.com/products/art/sculpture-and-objects/reindeer-paddle-ky0y4,5495.0
https://www.therealreal.com/products/art/prints/sebbe-a2o0k,100.0
https://www.therealreal.com/products/art/prints/thumbs-up-grandpa-a1ami,9960.0
https://www.therealreal.com/products/art/prints/thumbs-up-grandpa-a1aml,9960.0
https://www.therealreal.com/products/art/prints/ty-scantrait-2020-9zsbb,10890.0
https://www.therealreal.com/products/art/prints/sebbe-a0er9,8300.0
https://www.therealreal.com/products/art/prints/sebbe-a0er3,100.0
https://www.therealreal.com/products/art/prints/sebbe-a2o07,8300.0
https://www.therealreal.com/products/art/prints/pam-a1b9m,8300.0
https://www.therealreal.com/products/art/prints/sebbe-a2o0d,100.0
https://www.therealreal.com/products/art/prints/sebbe-a2o09,100.0
https://www.therealreal.com/products/art/prints/sebbe-a2o0e,8300.0
https://www.therealreal.com/products/art/prints/sebbe-a2o0b,8300.0
https://www.therealreal.com/products/art/prints/sebbe-a14j3,8300.0
https://www.therealreal.com/products/art/prints/sebbe-a0erb,8300.0
https://www.therealreal.com/products/art/prints/pam-a1b96,100.0
https://www.therealreal.com/products/art/prints/pam-a1b9d,8300.0
https://www.therealreal.com/products/art/prints/sebbe-a14jm,8300.0
https://www.therealreal.com/products/art/prints/sebbe-a0eqz,8300.0
https://www.therealreal.com/products/art/prints/sebbe-a14j5,8300.0
https://www.therealreal.com/products/art/prints/pam-9zyci,8300.0
https://www.therealreal.com/products/art/prints/pam-a1b9g,8300.0
https://www.therealreal.com/products/art/prints/pam-a1b9r,8300.0
https://www.therealreal.com/products/art/prints/sebbe-a14jf,8300.0
https://www.therealreal.com/products/art/prints/sebbe-a0ewo,8300.0
https://www.therealreal.com/products/art/prints/sebbe-a0er1,8300.0
https://www.therealreal.com/products/art/prints/pam-a1b9p,8300.0
https://www.therealreal.com/products/art/prints/pam-a1b9n,8300.0
https://www.therealreal.com/products/art/prints/sebbe-a14j1,8300.0
https://www.therealreal.com/products/art/prints/sebbe-a0ewq,8300.0
https://www.therealreal.com/products/art/prints/sebbe-a0ewn,8300.0
https://www.therealreal.com/products/art/prints/sebbe-a0ewm,8300.0
https://www.therealreal.com/products/art/prints/sebbe-a0er6,8300.0
https://www.therealreal.com/products/art/prints/pam-9zych,8300.0
https://www.therealreal.com/products/art/prints/pam-a1bb7,8300.0
https://www.therealreal.com/products/art/prints/pam-a1b99,8300.0
https://www.therealreal.com/products/art/prints/sebbe-a14j8,8300.0
https://www.therealreal.com/similar/products/jewelry/necklaces/collar/necklace-victorian-10k-garnet-collar-necklace-u03ix?origin=shop,190500.0
https://www.therealreal.com/products/jewelry/necklaces/collar/necklace-victorian-10k-garnet-collar-necklace-u03ix,2295.0
https://www.therealreal.com/products/jewelry/earrings/clip-on/chanel-strass-cc-fringe-clip-on-earrings-u0xf2,1645.0
https://www.therealreal.com/products/jewelry/earrings/drop/ten-thousand-things-flower-drop-earrings-u65jv,585.0
https://www.therealreal.com/products/jewelry/earrings/earclip/schiaparelli-crystal-resin-clip-on-earrings-u7bcx,410.0
https://www.therealreal.com/products/jewelry/earrings/clip-on/schiaparelli-vintage-crystal-clip-on-earrings-u7bg9,256.0
https://www.therealreal.com/products/jewelry/earrings/drop/19k-3-77ctw-diamond-drop-earrings-tkvvp,4995.0
https://www.therealreal.com/products/jewelry/rings/cocktail-ring/i-reiss-14k-citrine-cocktail-ring-w-tags-ui047,760.0
https://www.therealreal.com/products/jewelry/earrings/drop/earrings-14k-1-65ctw-diamond-drop-earrings-tpaf0,1540.0
https://www.therealreal.com/products/jewelry/necklaces/chain/necklace-14k-5-80ctw-diamond-tennis-necklace-to50y,5180.0
https://www.therealreal.com/products/jewelry/necklaces/station/14k-pearl-station-necklace-u3dyq,475.0
https://www.therealreal.com/products/jewelry/rings/band/by-pariah-14k-tyt6q,2145.0
https://www.therealreal.com/products/jewelry/earrings/drop/18k-diamond-apatite-amazonite-drop-earclips-sfq1a,995.0
https://www.therealreal.com/products/jewelry/bracelets/bangle/hermes-tapered-angular-bangle-u3603,1145.0
https://www.therealreal.com/similar/products/jewelry/necklaces/pendant-necklace/14k-carnelian-diamond-pendant-necklace-uht98?origin=shop,61885.0
https://www.therealreal.com/products/jewelry/necklaces/pendant-necklace/14k-carnelian-diamond-pendant-necklace-uht98,745.0
https://www.therealreal.com/products/jewelry/earrings/chandelier/14k-carousel-chandelier-earrings-twyxl,725.0
https://www.therealreal.com/products/jewelry/earrings/earclip/tiffany-co-vintage-tourmaline-sapphire-peridot-etoile-earclip-earrings-u6huj,1045.0
https://www.therealreal.com/products/jewelry/necklaces/pendant-necklace/chrome-hearts-diamond-baby-fat-cross-pendant-u3qcp,2250.0
https://www.therealreal.com/products/jewelry/rings/band/bvlgari-18k-diamond-b-zero1-rock-ring-u83oz,6950.0
https://www.therealreal.com/products/jewelry/earrings/clip-on/harry-winston-vintage-18k-ruby-amethyst-diamond-clip-on-earrings-ts12u,12500.0
https://www.therealreal.com/products/jewelry/bracelets/cuff/chanel-18k-diamond-plume-de-chanel-bracelet-u4fu6,12995.0
https://www.therealreal.com/products/jewelry/necklaces/chain/dorsey-synthetic-sapphire-james-bezel-riviere-necklace-u706s,600.0
https://www.therealreal.com/products/jewelry/earrings/clip-on/tiffany-co-vintage-aries-ram-clip-on-earrings-u61qi,845.0
https://www.therealreal.com/products/jewelry/rings/band/chrome-hearts-ch-forever-spacer-band-u5db0,64325.0
https://www.therealreal.com/products/jewelry/rings/band/14k-pink-sapphire-band-u5heq,925.0
https://www.therealreal.com/products/jewelry/rings/cocktail-ring/18k-pink-diamond-convertible-pendant-cocktail-ring-u6zos,29995.0
https://www.therealreal.com/products/jewelry/necklaces/pendant-necklace/david-yurman-azurmalachite-sapphire-artist-series-disc-pendant-enhancer-tx9yt,1735.0
https://www.therealreal.com/products/jewelry/rings/cocktail-ring/14k-3-62ct-sapphire-cocktail-ring-u7185,2395.0
https://www.therealreal.com/products/jewelry/earrings/stud/sorellina-18k-diamond-hummingbird-stud-earrings-u7j6b,635.0
https://www.therealreal.com/products/jewelry/bracelets/station/van-cleef-arpels-sweet-hearts-bracelet-u7b1m,1595.0
https://www.therealreal.com/products/jewelry/rings/cocktail-ring/14k-enamel-topaz-cocktail-ring-u6yqq,660.0
https://www.therealreal.com/products/jewelry/earrings/stud/chopard-18k-happy-diamonds-heart-icon-stud-earrings-u6trf,2695.0
https://www.therealreal.com/products/jewelry/rings/band/14k-1-05ctw-ruby-band-ring-u5vl7,590.0
https://www.therealreal.com/products/jewelry/rings/band/zoe-chicco-14k-square-oval-link-chain-ring-u6tbu,235.0
https://www.therealreal.com/products/jewelry/earrings/earclip/14k-sapphire-diamond-earclips-u6mn8,1000.0
https://www.therealreal.com/products/jewelry/necklaces/pendant-necklace/bony-levy-18k-diamond-pendant-necklace-u5oix,635.0
https://www.therealreal.com/products/jewelry/earrings/chandelier/earrings-18k-9-30ctw-spinel-sapphire-drop-earrings-tzv8z,1725.0
https://www.therealreal.com/products/jewelry/bracelets/link/david-yurman-18k-diamond-pave-cable-cross-link-bracelet-u5u2o,2195.0
https://www.therealreal.com/products/jewelry/rings/cocktail-ring/18k-diamond-cocktail-ring-u0o9u,1275.0
https://www.therealreal.com/products/jewelry/brooches/pendant/chanel-vintage-velvet-flower-brooch-u7vf1,410.0
https://www.therealreal.com/products/jewelry/rings/band/14k-4-98ctw-amethyst-eternity-band-u6whu,560.0
https://www.therealreal.com/products/jewelry/necklaces/pendant-necklace/14k-emerald-diamond-drop-pendant-u6ryi,590.0
https://www.therealreal.com/products/jewelry/earrings/stud/chanel-strass-cc-logo-stud-earrings-u7y97,41500.0
https://www.therealreal.com/products/jewelry/rings/band/14k-hammered-band-u6euw,285.0
https://www.therealreal.com/similar/products/jewelry/earrings/stud/van-cleef-arpels-pure-alhambra-earrings-diamonds-u646b?origin=shop,1094425.0
https://www.therealreal.com/products/jewelry/earrings/stud/van-cleef-arpels-pure-alhambra-earrings-diamonds-u646b,13175.0
https://www.therealreal.com/products/jewelry/rings/cocktail-ring/marco-bicego-18k-18-27ct-citrine-cocktail-ring-u3g4o,3075.0
https://www.therealreal.com/products/jewelry/bracelets/station/ippolita-18k-turquoise-station-bracelet-u7uiq,535.0
https://www.therealreal.com/products/jewelry/necklaces/collar/18k-8-20ctw-diamond-multistrand-collar-necklace-u7157,12495.0
